#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device,fstype,host,mode,path
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:33:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:33:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:33:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:34:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:35:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:36:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:37:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:38:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:10Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:20Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:30Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:40Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:39:50Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,5,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:40:00Z,3343,inodes_used,disk,sda5,ext4,DESKTOP-UBORRPA,rw,/var
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:14:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:14:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:14:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:15:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:16:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:17:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:18:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:19:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:20:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:21:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:22:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:23:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:24:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:25:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:26:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:27:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:28:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:29:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:10Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:20Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:30Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:40Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:30:50Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
,,6,2021-06-20T20:40:03.791953062Z,2021-06-20T21:40:03.791953062Z,2021-06-20T21:31:00Z,95111,inodes_free,disk,sda7,ext4,DESKTOP-UBORRPA,rw,/tmp
